"time{s}","RevMotorToRevMotorDisk\output","EncToRevLoadDisk\output","Step\output"
1.45790703016096,0.855066666666667,0.62,1
1.458,0.855066666666667,0.62,1
1.458,0.857333333333333,0.635,1
1.45800746076355,0.857333333333333,0.635,1
1.45801492152709,0.857333333333333,0.635,1
1.45803146965375,0.857333333333333,0.635,1
1.45804801778042,0.857333333333333,0.635,1
1.45806456590708,0.857333333333333,0.635,1
1.45809297520309,0.857333333333333,0.635,1
1.45816040743969,0.857333333333333,0.635,1
1.45822783967629,0.857333333333333,0.635,1
1.45829527191289,0.857333333333333,0.635,1
1.45836270414949,0.857333333333333,0.635,1
1.45843013638609,0.857333333333333,0.635,1
1.45853013638609,0.857333333333333,0.635,1
1.45863013638609,0.857333333333333,0.635,1
1.45873013638609,0.857333333333333,0.635,1
1.45883013638609,0.857333333333333,0.635,1
1.45893013638609,0.857333333333333,0.635,1
1.45903013638609,0.857333333333333,0.635,1
1.45913013638609,0.857333333333333,0.635,1
1.45923013638609,0.857333333333333,0.635,1
1.45933013638609,0.857333333333333,0.635,1
1.45943013638609,0.857333333333333,0.635,1
1.45953013638609,0.857333333333333,0.635,1
1.45963013638609,0.857333333333333,0.635,1
1.45973013638609,0.857333333333333,0.635,1
1.45983013638609,0.857333333333333,0.635,1
1.45993013638609,0.857333333333333,0.635,1
1.46,0.857333333333333,0.635,1
1.46,0.8596,0.65,1
1.46000786090288,0.8596,0.65,1
1.46001572180576,0.8596,0.65,1
1.46003306965264,0.8596,0.65,1
1.46005041749951,0.8596,0.65,1
1.46006776534639,0.8596,0.65,1
1.46009775566865,0.8596,0.65,1
1.46017159036187,0.8596,0.65,1
1.46024542505509,0.8596,0.65,1
1.46031925974831,0.8596,0.65,1
1.46039309444153,0.8596,0.65,1
1.46046692913475,0.8596,0.65,1
1.46056692913475,0.8596,0.65,1
1.46066692913475,0.8596,0.65,1
1.46076692913475,0.8596,0.65,1
1.46086692913475,0.8596,0.65,1
1.46096692913475,0.8596,0.65,1
1.46106692913475,0.8596,0.65,1
1.46116692913475,0.8596,0.65,1
1.46126692913475,0.8596,0.65,1
1.46136692913475,0.8596,0.65,1
1.46146692913475,0.8596,0.65,1
1.46156692913475,0.8596,0.65,1
1.46166692913475,0.8596,0.65,1
1.46176692913475,0.8596,0.65,1
1.46186692913475,0.8596,0.65,1
1.46196692913475,0.8596,0.65,1
1.462,0.8596,0.65,1
1.462,0.862266666666667,0.665,1
1.4620069165597,0.862266666666667,0.665,1
1.46201383311941,0.862266666666667,0.665,1
1.46202929497629,0.862266666666667,0.665,1
1.46204475683317,0.862266666666667,0.665,1
1.46206021869006,0.862266666666667,0.665,1
1.46208648905689,0.862266666666667,0.665,1
1.4621460394023,0.862266666666667,0.665,1
1.46220558974772,0.862266666666667,0.665,1
1.46226514009313,0.862266666666667,0.665,1
1.46232469043854,0.862266666666667,0.665,1
1.46238424078395,0.862266666666667,0.665,1
1.46248424078395,0.862266666666667,0.665,1
1.46258424078395,0.862266666666667,0.665,1
1.46268424078395,0.862266666666667,0.665,1
1.46278424078395,0.862266666666667,0.665,1
1.46288424078395,0.862266666666667,0.665,1
1.46298424078395,0.862266666666667,0.665,1
1.46308424078395,0.862266666666667,0.665,1
1.46318424078395,0.862266666666667,0.665,1
1.46328424078395,0.862266666666667,0.665,1
1.46338424078395,0.862266666666667,0.665,1
1.46348424078395,0.862266666666667,0.665,1
1.46358424078395,0.862266666666667,0.665,1
1.46368424078395,0.862266666666667,0.665,1
1.46378424078395,0.862266666666667,0.665,1
1.46388424078395,0.862266666666667,0.665,1
1.46398424078395,0.862266666666667,0.665,1
1.464,0.862266666666667,0.665,1
1.464,0.864933333333333,0.681,1
1.4640071959305,0.864933333333333,0.681,1
1.464014391861,0.864933333333333,0.681,1
1.46403041591761,0.864933333333333,0.681,1
1.46404643997421,0.864933333333333,0.681,1
1.46406246403081,0.864933333333333,0.681,1
1.4640898291884,0.864933333333333,0.681,1
1.46415328218402,0.864933333333333,0.681,1
1.46421673517965,0.864933333333333,0.681,1
1.46428018817528,0.864933333333333,0.681,1
1.4643436411709,0.864933333333333,0.681,1
1.46440709416653,0.864933333333333,0.681,1
1.46450709416653,0.864933333333333,0.681,1
1.46460709416653,0.864933333333333,0.681,1
1.46470709416653,0.864933333333333,0.681,1
1.46480709416653,0.864933333333333,0.681,1
1.46490709416653,0.864933333333333,0.681,1
1.46500709416653,0.864933333333333,0.681,1
1.46510709416653,0.864933333333333,0.681,1
1.46520709416653,0.864933333333333,0.681,1
1.46530709416653,0.864933333333333,0.681,1
1.46540709416653,0.864933333333333,0.681,1
1.46550709416653,0.864933333333333,0.681,1
1.46560709416653,0.864933333333333,0.681,1
1.46570709416653,0.864933333333333,0.681,1
1.46580709416653,0.864933333333333,0.681,1
1.46590709416653,0.864933333333333,0.681,1
1.466,0.864933333333333,0.681,1
1.466,0.867866666666667,0.697,1
1.46600659847852,0.867866666666667,0.697,1
1.46601319695703,0.867866666666667,0.697,1
1.46602801927992,0.867866666666667,0.697,1
1.4660428416028,0.867866666666667,0.697,1
1.46605766392569,0.867866666666667,0.697,1
1.46608269197811,0.867866666666667,0.697,1
1.4661380498175,0.867866666666667,0.697,1
1.46619340765688,0.867866666666667,0.697,1
1.46624876549627,0.867866666666667,0.697,1
1.46630412333566,0.867866666666667,0.697,1
1.46635948117504,0.867866666666667,0.697,1
1.46645948117504,0.867866666666667,0.697,1
1.46655948117504,0.867866666666667,0.697,1
1.46665948117504,0.867866666666667,0.697,1
1.46675948117504,0.867866666666667,0.697,1
1.46685948117504,0.867866666666667,0.697,1
1.46695948117504,0.867866666666667,0.697,1
1.46705948117504,0.867866666666667,0.697,1
1.46715948117504,0.867866666666667,0.697,1
1.46725948117504,0.867866666666667,0.697,1
1.46735948117504,0.867866666666667,0.697,1
1.46745948117504,0.867866666666667,0.697,1
1.46755948117504,0.867866666666667,0.697,1
1.46765948117504,0.867866666666667,0.697,1
1.46775948117504,0.867866666666667,0.697,1
1.46785948117504,0.867866666666667,0.697,1
1.46795948117504,0.867866666666667,0.697,1
1.468,0.867866666666667,0.697,1
1.468,0.871066666666667,0.713,1
1.46800617070665,0.871066666666667,0.713,1
1.46801234141329,0.871066666666667,0.713,1
1.46802629675046,0.871066666666667,0.713,1
1.46804025208762,0.871066666666667,0.713,1
1.46805420742478,0.871066666666667,0.713,1
1.46807757381355,0.871066666666667,0.713,1
1.46812770754209,0.871066666666667,0.713,1
1.46817784127063,0.871066666666667,0.713,1
1.46822797499917,0.871066666666667,0.713,1
1.46830422820046,0.871066666666667,0.713,1
1.46838048140175,0.871066666666667,0.713,1
1.46845673460304,0.871066666666667,0.713,1
1.46853298780434,0.871066666666667,0.713,1
1.46860924100563,0.871066666666667,0.713,1
1.46868549420692,0.871066666666667,0.713,1
1.46878549420692,0.871066666666667,0.713,1
1.46888549420692,0.871066666666667,0.713,1
1.46898549420692,0.871066666666667,0.713,1
1.46908549420692,0.871066666666667,0.713,1
1.46918549420692,0.871066666666667,0.713,1
1.46928549420692,0.871066666666667,0.713,1
1.46938549420692,0.871066666666667,0.713,1
1.46948549420692,0.871066666666667,0.713,1
1.46958549420692,0.871066666666667,0.713,1
1.46968549420692,0.871066666666667,0.713,1
1.46978549420692,0.871066666666667,0.713,1
1.46988549420692,0.871066666666667,0.713,1
1.46998549420692,0.871066666666667,0.713,1
1.47,0.871066666666667,0.713,1
1.47,0.874266666666667,0.7295,1
1.47000640399736,0.874266666666667,0.7295,1
1.47001280799473,0.874266666666667,0.7295,1
1.47002723717903,0.874266666666667,0.7295,1
1.47004166636333,0.874266666666667,0.7295,1
1.47005609554763,0.874266666666667,0.7295,1
1.47008036694048,0.874266666666667,0.7295,1
1.47013329948665,0.874266666666667,0.7295,1
1.47018623203281,0.874266666666667,0.7295,1
1.47023916457898,0.874266666666667,0.7295,1
1.4703185673837,0.874266666666667,0.7295,1
1.47039797018842,0.874266666666667,0.7295,1
1.47047737299315,0.874266666666667,0.7295,1
1.47055677579787,0.874266666666667,0.7295,1
1.4706361786026,0.874266666666667,0.7295,1
1.47071558140732,0.874266666666667,0.7295,1
1.47081558140732,0.874266666666667,0.7295,1
1.47091558140732,0.874266666666667,0.7295,1
1.47101558140732,0.874266666666667,0.7295,1
1.47111558140732,0.874266666666667,0.7295,1
1.47121558140732,0.874266666666667,0.7295,1
1.47131558140732,0.874266666666667,0.7295,1
1.47141558140732,0.874266666666667,0.7295,1
1.47151558140732,0.874266666666667,0.7295,1
1.47161558140732,0.874266666666667,0.7295,1
1.47171558140732,0.874266666666667,0.7295,1
1.47181558140732,0.874266666666667,0.7295,1
1.47191558140732,0.874266666666667,0.7295,1
1.472,0.874266666666667,0.7295,1
1.472,0.877866666666667,0.7465,1
1.47200553233044,0.877866666666667,0.7465,1
1.47201106466088,0.877866666666667,0.7465,1
1.47202371493855,0.877866666666667,0.7465,1
1.47203636521621,0.877866666666667,0.7465,1
1.47204901549388,0.877866666666667,0.7465,1
1.47206991937364,0.877866666666667,0.7465,1
1.47211296495126,0.877866666666667,0.7465,1
1.47215601052887,0.877866666666667,0.7465,1
1.47219905610649,0.877866666666667,0.7465,1
1.47226696177351,0.877866666666667,0.7465,1
1.47233486744054,0.877866666666667,0.7465,1
1.47240277310756,0.877866666666667,0.7465,1
1.47247067877458,0.877866666666667,0.7465,1
1.47253858444161,0.877866666666667,0.7465,1
1.47260649010863,0.877866666666667,0.7465,1
1.47267439577565,0.877866666666667,0.7465,1
1.47277439577565,0.877866666666667,0.7465,1
1.47287439577565,0.877866666666667,0.7465,1
1.47297439577565,0.877866666666667,0.7465,1
1.47307439577565,0.877866666666667,0.7465,1
1.47317439577565,0.877866666666667,0.7465,1
1.47327439577565,0.877866666666667,0.7465,1
1.47337439577565,0.877866666666667,0.7465,1
1.47347439577565,0.877866666666667,0.7465,1
1.47357439577565,0.877866666666667,0.7465,1
1.47367439577565,0.877866666666667,0.7465,1
1.47377439577565,0.877866666666667,0.7465,1
1.47387439577565,0.877866666666667,0.7465,1
1.47397439577565,0.877866666666667,0.7465,1
1.474,0.877866666666667,0.7465,1
1.474,0.881466666666667,0.7635,1
1.47400578122165,0.881466666666667,0.7635,1
1.4740115624433,0.881466666666667,0.7635,1
1.4740247229555,0.881466666666667,0.7635,1
1.4740378834677,0.881466666666667,0.7635,1
1.4740510439799,0.881466666666667,0.7635,1
1.47407290565595,0.881466666666667,0.7635,1
1.47411863101723,0.881466666666667,0.7635,1
1.47416435637852,0.881466666666667,0.7635,1
1.4742100817398,0.881466666666667,0.7635,1
1.47428120021379,0.881466666666667,0.7635,1
1.47435231868777,0.881466666666667,0.7635,1
1.47442343716176,0.881466666666667,0.7635,1
1.47449455563575,0.881466666666667,0.7635,1
1.47456567410974,0.881466666666667,0.7635,1
1.47463679258372,0.881466666666667,0.7635,1
1.47470791105771,0.881466666666667,0.7635,1
1.47480791105771,0.881466666666667,0.7635,1
1.47490791105771,0.881466666666667,0.7635,1
1.47500791105771,0.881466666666667,0.7635,1
1.47510791105771,0.881466666666667,0.7635,1
1.47520791105771,0.881466666666667,0.7635,1
1.47530791105771,0.881466666666667,0.7635,1
1.47540791105771,0.881466666666667,0.7635,1
1.47550791105771,0.881466666666667,0.7635,1
1.47560791105771,0.881466666666667,0.7635,1
1.47570791105771,0.881466666666667,0.7635,1
1.47580791105771,0.881466666666667,0.7635,1
1.47590791105771,0.881466666666667,0.7635,1
1.476,0.881466666666667,0.7635,1
1.476,0.8852,0.7805,1
1.47600550356064,0.8852,0.7805,1
1.47601100712128,0.8852,0.7805,1
1.47602359779892,0.8852,0.7805,1
1.47603618847656,0.8852,0.7805,1
1.4760487791542,0.8852,0.7805,1
1.47606957262039,0.8852,0.7805,1
1.4761123229613,0.8852,0.7805,1
1.47615507330221,0.8852,0.7805,1
1.47619782364313,0.8852,0.7805,1
1.47626535974255,0.8852,0.7805,1
1.47633289584197,0.8852,0.7805,1
1.47640043194139,0.8852,0.7805,1
1.47646796804081,0.8852,0.7805,1
1.47653550414023,0.8852,0.7805,1
1.47660304023965,0.8852,0.7805,1
1.47667057633908,0.8852,0.7805,1
1.47677057633908,0.8852,0.7805,1
1.47687057633908,0.8852,0.7805,1
1.47697057633908,0.8852,0.7805,1
1.47707057633908,0.8852,0.7805,1
1.47717057633908,0.8852,0.7805,1
1.47727057633908,0.8852,0.7805,1
1.47737057633908,0.8852,0.7805,1
1.47747057633908,0.8852,0.7805,1
1.47757057633908,0.8852,0.7805,1
1.47767057633908,0.8852,0.7805,1
1.47777057633908,0.8852,0.7805,1
1.47787057633908,0.8852,0.7805,1
1.47797057633908,0.8852,0.7805,1
1.478,0.8852,0.7805,1
1.478,0.8892,0.7975,1
1.47800499965855,0.8892,0.7975,1
1.4780099993171,0.8892,0.7975,1
1.47802154888213,0.8892,0.7975,1
1.47803309844715,0.8892,0.7975,1
1.47804464801217,0.8892,0.7975,1
1.47806351204667,0.8892,0.7975,1
1.47810117422664,0.8892,0.7975,1
1.47813883640661,0.8892,0.7975,1
1.47817649858658,0.8892,0.7975,1
1.47823766945355,0.8892,0.7975,1
1.47829884032052,0.8892,0.7975,1
1.47836001118749,0.8892,0.7975,1
1.47842118205446,0.8892,0.7975,1
1.47852118205446,0.8892,0.7975,1
1.47862118205446,0.8892,0.7975,1
1.47872118205446,0.8892,0.7975,1
1.47882118205446,0.8892,0.7975,1
1.47892118205446,0.8892,0.7975,1
1.47902118205446,0.8892,0.7975,1
1.47912118205446,0.8892,0.7975,1
1.47922118205446,0.8892,0.7975,1
1.47932118205446,0.8892,0.7975,1
1.47942118205446,0.8892,0.7975,1
1.47952118205446,0.8892,0.7975,1
1.47962118205446,0.8892,0.7975,1
1.47972118205446,0.8892,0.7975,1
1.47982118205446,0.8892,0.7975,1
1.47992118205446,0.8892,0.7975,1
1.48,0.8892,0.7975,1
1.48,0.893333333333333,0.815,1
1.48000490673386,0.893333333333333,0.815,1
1.48000981346771,0.893333333333333,0.815,1
1.4800211695846,0.893333333333333,0.815,1
1.48003252570149,0.893333333333333,0.815,1
1.48004388181838,0.893333333333333,0.815,1
1.48006239134666,0.893333333333333,0.815,1
1.48009915872807,0.893333333333333,0.815,1
1.48013592610948,0.893333333333333,0.815,1
1.48017269349089,0.893333333333333,0.815,1
1.48023270559603,0.893333333333333,0.815,1
1.48029271770117,0.893333333333333,0.815,1
1.48035272980631,0.893333333333333,0.815,1
1.48041274191145,0.893333333333333,0.815,1
1.48051274191145,0.893333333333333,0.815,1
1.48061274191145,0.893333333333333,0.815,1
1.48071274191145,0.893333333333333,0.815,1
1.48081274191145,0.893333333333333,0.815,1
1.48091274191145,0.893333333333333,0.815,1
1.48101274191145,0.893333333333333,0.815,1
1.48111274191145,0.893333333333333,0.815,1
1.48121274191145,0.893333333333333,0.815,1
1.48131274191145,0.893333333333333,0.815,1
1.48141274191145,0.893333333333333,0.815,1
1.48151274191145,0.893333333333333,0.815,1
1.48161274191145,0.893333333333333,0.815,1
1.48171274191145,0.893333333333333,0.815,1
1.48181274191145,0.893333333333333,0.815,1
1.48191274191145,0.893333333333333,0.815,1
1.482,0.893333333333333,0.815,1
1.482,0.8976,0.8325,1
1.48200473299929,0.8976,0.8325,1
1.48200946599858,0.8976,0.8325,1
1.48202045988587,0.8976,0.8325,1
1.48203145377316,0.8976,0.8325,1
1.48204244766046,0.8976,0.8325,1
1.48206029531647,0.8976,0.8325,1
1.48209541574258,0.8976,0.8325,1
1.48213053616868,0.8976,0.8325,1
1.48216565659478,0.8976,0.8325,1
1.48222351464025,0.8976,0.8325,1
1.48228137268572,0.8976,0.8325,1
1.4823392307312,0.8976,0.8325,1
1.48239708877667,0.8976,0.8325,1
1.48249708877667,0.8976,0.8325,1
1.48259708877667,0.8976,0.8325,1
1.48269708877667,0.8976,0.8325,1
1.48279708877667,0.8976,0.8325,1
1.48289708877667,0.8976,0.8325,1
1.48299708877667,0.8976,0.8325,1
1.48309708877667,0.8976,0.8325,1
1.48319708877667,0.8976,0.8325,1
1.48329708877667,0.8976,0.8325,1
1.48339708877667,0.8976,0.8325,1
1.48349708877667,0.8976,0.8325,1
1.48359708877667,0.8976,0.8325,1
1.48369708877667,0.8976,0.8325,1
1.48379708877667,0.8976,0.8325,1
1.48389708877667,0.8976,0.8325,1
1.48399708877667,0.8976,0.8325,1
1.484,0.8976,0.8325,1
1.484,0.902,0.8505,1
1.48400440967755,0.902,0.8505,1
1.48400881935509,0.902,0.8505,1
1.48401913613061,0.902,0.8505,1
1.48402945290612,0.902,0.8505,1
1.48403976968164,0.902,0.8505,1
1.48405638888898,0.902,0.8505,1
1.48408853864773,0.902,0.8505,1
1.48412068840647,0.902,0.8505,1
1.48415283816522,0.902,0.8505,1
1.48420672371009,0.902,0.8505,1
1.48426060925497,0.902,0.8505,1
1.48431449479985,0.902,0.8505,1
1.48436838034472,0.902,0.8505,1
1.48446838034472,0.902,0.8505,1
1.48456838034472,0.902,0.8505,1
1.48466838034472,0.902,0.8505,1
1.48476838034472,0.902,0.8505,1
1.48486838034472,0.902,0.8505,1
1.48496838034472,0.902,0.8505,1
1.48506838034472,0.902,0.8505,1
1.48516838034472,0.902,0.8505,1
1.48526838034472,0.902,0.8505,1
1.48536838034472,0.902,0.8505,1
1.48546838034472,0.902,0.8505,1
1.48556838034472,0.902,0.8505,1
1.48566838034472,0.902,0.8505,1
1.48576838034472,0.902,0.8505,1
1.48586838034472,0.902,0.8505,1
1.48596838034472,0.902,0.8505,1
1.486,0.902,0.8505,1
1.486,0.906533333333333,0.868,1
1.48600430589364,0.906533333333333,0.868,1
1.48600861178727,0.906533333333333,0.868,1
1.48601870978433,0.906533333333333,0.868,1
1.48602880778138,0.906533333333333,0.868,1
1.48603890577844,0.906533333333333,0.868,1
1.48605513157129,0.906533333333333,0.868,1
1.48608635621273,0.906533333333333,0.868,1
1.48611758085417,0.906533333333333,0.868,1
1.48614880549561,0.906533333333333,0.868,1
1.48620142292787,0.906533333333333,0.868,1
1.48625404036013,0.906533333333333,0.868,1
1.48630665779239,0.906533333333333,0.868,1
1.48635927522465,0.906533333333333,0.868,1
1.48645927522465,0.906533333333333,0.868,1
1.48655927522465,0.906533333333333,0.868,1
1.48665927522465,0.906533333333333,0.868,1
1.48675927522465,0.906533333333333,0.868,1
1.48685927522465,0.906533333333333,0.868,1
1.48695927522465,0.906533333333333,0.868,1
1.48705927522465,0.906533333333333,0.868,1
1.48715927522465,0.906533333333333,0.868,1
1.48725927522465,0.906533333333333,0.868,1
1.48735927522465,0.906533333333333,0.868,1
1.48745927522465,0.906533333333333,0.868,1
1.48755927522465,0.906533333333333,0.868,1
1.48765927522465,0.906533333333333,0.868,1
1.48775927522465,0.906533333333333,0.868,1
1.48785927522465,0.906533333333333,0.868,1
1.48795927522465,0.906533333333333,0.868,1
1.488,0.906533333333333,0.868,1
1.488,0.911066666666667,0.886,1
1.48800411060724,0.911066666666667,0.886,1
1.48800822121448,0.911066666666667,0.886,1
1.48801790671997,0.911066666666667,0.886,1
1.48802759222546,0.911066666666667,0.886,1
1.48803727773095,0.911066666666667,0.886,1
1.48805276433076,0.911066666666667,0.886,1
1.48808227527233,0.911066666666667,0.886,1
1.48812701323836,0.911066666666667,0.886,1
1.4881717512044,0.911066666666667,0.886,1
1.48821648917044,0.911066666666667,0.886,1
1.48826122713648,0.911066666666667,0.886,1
1.48831769898289,0.911066666666667,0.886,1
1.48837417082929,0.911066666666667,0.886,1
1.48843064267569,0.911066666666667,0.886,1
1.48853064267569,0.911066666666667,0.886,1
1.48863064267569,0.911066666666667,0.886,1
1.48873064267569,0.911066666666667,0.886,1
1.48883064267569,0.911066666666667,0.886,1
1.48893064267569,0.911066666666667,0.886,1
1.48903064267569,0.911066666666667,0.886,1
1.48913064267569,0.911066666666667,0.886,1
1.48923064267569,0.911066666666667,0.886,1
1.48933064267569,0.911066666666667,0.886,1
1.48943064267569,0.911066666666667,0.886,1
1.48953064267569,0.911066666666667,0.886,1
1.48963064267569,0.911066666666667,0.886,1
1.48973064267569,0.911066666666667,0.886,1
1.48983064267569,0.911066666666667,0.886,1
1.48993064267569,0.911066666666667,0.886,1
1.49,0.911066666666667,0.886,1
1.49,0.915866666666667,0.9035,1
1.4900037798883,0.915866666666667,0.9035,1
1.4900075597766,0.915866666666667,0.9035,1
1.49001654280211,0.915866666666667,0.9035,1
1.49002552582761,0.915866666666667,0.9035,1
1.49003450885311,0.915866666666667,0.9035,1
1.49004874682841,0.915866666666667,0.9035,1
1.49007544046844,0.915866666666667,0.9035,1
1.4901190054564,0.915866666666667,0.9035,1
1.49016257044437,0.915866666666667,0.9035,1
1.49020613543233,0.915866666666667,0.9035,1
1.4902497004203,0.915866666666667,0.9035,1
1.49030383982595,0.915866666666667,0.9035,1
1.49035797923161,0.915866666666667,0.9035,1
1.49041211863727,0.915866666666667,0.9035,1
1.49050976951175,0.915866666666667,0.9035,1
1.49060742038623,0.915866666666667,0.9035,1
1.49070507126071,0.915866666666667,0.9035,1
1.4908027221352,0.915866666666667,0.9035,1
1.49090037300968,0.915866666666667,0.9035,1
1.49099802388416,0.915866666666667,0.9035,1
1.49109567475864,0.915866666666667,0.9035,1
1.49119567475864,0.915866666666667,0.9035,1
1.49129567475864,0.915866666666667,0.9035,1
1.49139567475864,0.915866666666667,0.9035,1
1.49149567475864,0.915866666666667,0.9035,1
1.49159567475864,0.915866666666667,0.9035,1
1.49169567475864,0.915866666666667,0.9035,1
1.49179567475864,0.915866666666667,0.9035,1
1.49189567475864,0.915866666666667,0.9035,1
1.49199567475864,0.915866666666667,0.9035,1
1.492,0.915866666666667,0.9035,1
1.492,0.920666666666667,0.9215,1
1.49200362799986,0.920666666666667,0.9215,1
1.49200725599971,0.920666666666667,0.9215,1
1.49201591398001,0.920666666666667,0.9215,1
1.49202457196031,0.920666666666667,0.9215,1
1.49203322994061,0.920666666666667,0.9215,1
1.49204689571022,0.920666666666667,0.9215,1
1.49207233229007,0.920666666666667,0.9215,1
1.49211542513016,0.920666666666667,0.9215,1
1.49215851797025,0.920666666666667,0.9215,1
1.49220161081033,0.920666666666667,0.9215,1
1.49224470365042,0.920666666666667,0.9215,1
1.49229772198214,0.920666666666667,0.9215,1
1.49235074031386,0.920666666666667,0.9215,1
1.49240375864558,0.920666666666667,0.9215,1
1.49250058251589,0.920666666666667,0.9215,1
1.49259740638621,0.920666666666667,0.9215,1
1.49269423025652,0.920666666666667,0.9215,1
1.49279105412684,0.920666666666667,0.9215,1
1.49288787799715,0.920666666666667,0.9215,1
1.49298470186746,0.920666666666667,0.9215,1
1.49308152573778,0.920666666666667,0.9215,1
1.49318152573778,0.920666666666667,0.9215,1
1.49328152573778,0.920666666666667,0.9215,1
1.49338152573778,0.920666666666667,0.9215,1
1.49348152573778,0.920666666666667,0.9215,1
1.49358152573778,0.920666666666667,0.9215,1
1.49368152573778,0.920666666666667,0.9215,1
1.49378152573778,0.920666666666667,0.9215,1
1.49388152573778,0.920666666666667,0.9215,1
1.49398152573778,0.920666666666667,0.9215,1
1.494,0.920666666666667,0.9215,1
1.494,0.925733333333333,0.939,1
1.49400312346628,0.925733333333333,0.939,1
1.49400624693255,0.925733333333333,0.939,1
1.49401381710716,0.925733333333333,0.939,1
1.49402138728176,0.925733333333333,0.939,1
1.49402895745636,0.925733333333333,0.939,1
1.49404072784426,0.925733333333333,0.939,1
1.4940621228036,0.925733333333333,0.939,1
1.49410442630649,0.925733333333333,0.939,1
1.49414672980939,0.925733333333333,0.939,1
1.49418903331228,0.925733333333333,0.939,1
1.49423133681517,0.925733333333333,0.939,1
1.49428039885567,0.925733333333333,0.939,1
1.49432946089617,0.925733333333333,0.939,1
1.49437852293667,0.925733333333333,0.939,1
1.49447852293667,0.925733333333333,0.939,1
1.49457852293667,0.925733333333333,0.939,1
1.49467852293667,0.925733333333333,0.939,1
1.49477852293667,0.925733333333333,0.939,1
1.49487852293667,0.925733333333333,0.939,1
1.49497852293667,0.925733333333333,0.939,1
1.49507852293667,0.925733333333333,0.939,1
1.49517852293667,0.925733333333333,0.939,1
1.49527852293667,0.925733333333333,0.939,1
1.49537852293667,0.925733333333333,0.939,1
1.49547852293667,0.925733333333333,0.939,1
1.49557852293667,0.925733333333333,0.939,1
1.49567852293667,0.925733333333333,0.939,1
1.49577852293667,0.925733333333333,0.939,1
1.49587852293667,0.925733333333333,0.939,1
1.49597852293667,0.925733333333333,0.939,1
1.496,0.925733333333333,0.939,1
1.496,0.930666666666667,0.957,1
1.49600313116366,0.930666666666667,0.957,1
1.49600626232732,0.930666666666667,0.957,1
1.49601384820111,0.930666666666667,0.957,1
1.49602143407489,0.930666666666667,0.957,1
1.49602901994868,0.930666666666667,0.957,1
1.49604081906286,0.930666666666667,0.957,1
1.49606227787304,0.930666666666667,0.957,1
1.49610452408101,0.930666666666667,0.957,1
1.49614677028898,0.930666666666667,0.957,1
1.49618901649696,0.930666666666667,0.957,1
1.49623126270493,0.930666666666667,0.957,1
1.49628037669471,0.930666666666667,0.957,1
1.49632949068449,0.930666666666667,0.957,1
1.49637860467428,0.930666666666667,0.957,1
1.49647860467428,0.930666666666667,0.957,1
1.49657860467428,0.930666666666667,0.957,1
1.49667860467428,0.930666666666667,0.957,1
1.49677860467428,0.930666666666667,0.957,1
1.49687860467428,0.930666666666667,0.957,1
1.49697860467428,0.930666666666667,0.957,1
1.49707860467428,0.930666666666667,0.957,1
1.49717860467428,0.930666666666667,0.957,1
1.49727860467428,0.930666666666667,0.957,1
1.49737860467428,0.930666666666667,0.957,1
1.49747860467428,0.930666666666667,0.957,1
1.49757860467428,0.930666666666667,0.957,1
1.49767860467428,0.930666666666667,0.957,1
1.49777860467428,0.930666666666667,0.957,1
1.49787860467428,0.930666666666667,0.957,1
1.49797860467428,0.930666666666667,0.957,1
1.498,0.930666666666667,0.957,1
1.498,0.935866666666667,0.9745,1
1.4980026516234,0.935866666666667,0.9745,1
1.49800530324679,0.935866666666667,0.9745,1
1.49801183929275,0.935866666666667,0.9745,1
1.49801837533871,0.935866666666667,0.9745,1
1.49802491138467,0.935866666666667,0.9745,1
1.49803491518345,0.935866666666667,0.9745,1
1.49805271353042,0.935866666666667,0.9745,1
1.49809684108108,0.935866666666667,0.9745,1
1.49814096863173,0.935866666666667,0.9745,1
1.49816470538584,0.935866666666667,0.9745,1
1.49818844213995,0.935866666666667,0.9745,1
1.49821217889405,0.935866666666667,0.9745,1
1.49825088245622,0.935866666666667,0.9745,1
1.49828958601838,0.935866666666667,0.9745,1
1.49832828958054,0.935866666666667,0.9745,1
1.4983669931427,0.935866666666667,0.9745,1
1.49845508228882,0.935866666666667,0.9745,1
1.49854317143495,0.935866666666667,0.9745,1
1.49863126058107,0.935866666666667,0.9745,1
1.49871934972719,0.935866666666667,0.9745,1
1.49880743887331,0.935866666666667,0.9745,1
1.49889552801943,0.935866666666667,0.9745,1
1.49898361716555,0.935866666666667,0.9745,1
1.49907170631167,0.935866666666667,0.9745,1
1.4991597954578,0.935866666666667,0.9745,1
1.49924788460392,0.935866666666667,0.9745,1
1.49934788460392,0.935866666666667,0.9745,1
1.49944788460392,0.935866666666667,0.9745,1
1.49954788460392,0.935866666666667,0.9745,1
1.49964788460392,0.935866666666667,0.9745,1
1.49974788460392,0.935866666666667,0.9745,1
1.49984788460392,0.935866666666667,0.9745,1
1.49994788460392,0.935866666666667,0.9745,1
1.5,0.935866666666667,0.9745,1
1.5,0.941066666666667,0.9925,1
1.50000234907523,0.941066666666667,0.9925,1
1.50000469815047,0.941066666666667,0.9925,1
1.50001056164688,0.941066666666667,0.9925,1
1.5000164251433,0.941066666666667,0.9925,1
1.50002228863971,0.941066666666667,0.9925,1
1.50003116202148,0.941066666666667,0.9925,1
